,text
10489,"O mortals, blind in fate, who never know"
10490,"To bear high fortune, or endure the low!"
10491,"The time shall come, when Turnus, but in vain,"
10492,Shall wish untouch’d the trophies of the slain;
10493,"Shall wish the fatal belt were far away,"
10494,And curse the dire remembrance of the day.
10495,"The sad Arcadians, from th’ unhappy field,"
10496,Bear back the breathless body on a shield.
10497,"O grace and grief of war! at once restor’d,"
10498,"With praises, to thy sire, at once deplor’d!"
10499,"One day first sent thee to the fighting field,"
10500,Beheld whole heaps of foes in battle kill’d;
10501,"One day beheld thee dead, and borne upon thy shield."
10502,"This dismal news, not from uncertain fame,"
10503,"But sad spectators, to the hero came:"
10504,"His friends upon the brink of ruin stand,"
10505,Unless reliev’d by his victorious hand.
10506,"He whirls his sword around, without delay,"
10507,"And hews thro’ adverse foes an ample way,"
10508,"To find fierce Turnus, of his conquest proud:"
10509,"Evander, Pallas, all that friendship ow’d"
10510,"To large deserts, are present to his eyes;"
10511,"His plighted hand, and hospitable ties."
10512,"Four sons of Sulmo, four whom Ufens bred,"
10513,"He took in fight, and living victims led,"
10514,"To please the ghost of Pallas, and expire,"
10515,"In sacrifice, before his fun’ral fire."
10516,At Magus next he threw: he stoop’d below
10517,"The flying spear, and shunn’d the promis’d blow;"
10518,"Then, creeping, clasp’d the hero’s knees, and pray’d:"
10519,"“By young Iulus, by thy father’s shade,"
10520,"O spare my life, and send me back to see"
10521,"My longing sire, and tender progeny!"
10522,"A lofty house I have, and wealth untold,"
10523,"In silver ingots, and in bars of gold:"
10524,"All these, and sums besides, which see no day,"
10525,The ransom of this one poor life shall pay.
10526,"If I survive, will Troy the less prevail?"
10527,A single soul’s too light to turn the scale.”
10528,He said. The hero sternly thus replied:
10529,"“Thy bars and ingots, and the sums beside,"
10530,Leave for thy children’s lot. Thy Turnus broke
10531,"All rules of war by one relentless stroke,"
10532,"When Pallas fell: so deems, nor deems alone"
10533,"My father’s shadow, but my living son.”"
10534,"Thus having said, of kind remorse bereft,"
10535,"He seiz’d his helm, and dragg’d him with his left;"
10536,"Then with his right hand, while his neck he wreath’d,"
10537,Up to the hilts his shining falchion sheath’d.
10538,"Apollo’s priest, Emonides, was near;"
10539,His holy fillets on his front appear;
10540,"Glitt’ring in arms, he shone amidst the crowd;"
10541,"Much of his god, more of his purple, proud."
10542,Him the fierce Trojan follow’d thro’ the field:
10543,"The holy coward fell; and, forc’d to yield,"
10544,"The prince stood o’er the priest, and, at one blow,"
10545,Sent him an off’ring to the shades below.
10546,"His arms Seresthus on his shoulders bears,"
10547,Design’d a trophy to the God of Wars.
10548,"Vulcanian Caeculus renews the fight,"
10549,"And Umbro, born upon the mountains’ height."
10550,"The champion cheers his troops t’ encounter those,"
10551,And seeks revenge himself on other foes.
10552,"At Anxur’s shield he drove; and, at the blow,"
10553,Both shield and arm to ground together go.
10554,"Anxur had boasted much of magic charms,"
10555,"And thought he wore impenetrable arms,"
10556,"So made by mutter’d spells; and, from the spheres,"
10557,"Had life secur’d, in vain, for length of years."
10558,Then Tarquitus the field in triumph trod;
10559,"A nymph his mother, his sire a god."
10560,"Exulting in bright arms, he braves the prince:"
10561,With his protended lance he makes defence;
10562,"Bears back his feeble foe; then, pressing on,"
10563,"Arrests his better hand, and drags him down;"
10564,"Stands o’er the prostrate wretch, and, as he lay,"
10565,"Vain tales inventing, and prepar’d to pray,"
10566,"Mows off his head: the trunk a moment stood,"
10567,"Then sunk, and roll’d along the sand in blood."
10568,The vengeful victor thus upbraids the slain:
10569,"“Lie there, proud man, unpitied, on the plain;"
10570,"Lie there, inglorious, and without a tomb,"
10571,"Far from thy mother and thy native home,"
10572,"Exposed to savage beasts, and birds of prey,"
10573,Or thrown for food to monsters of the sea.”
10574,"On Lycas and Antaeus next he ran,"
10575,"Two chiefs of Turnus, and who led his van."
10576,"They fled for fear; with these, he chas’d along"
10577,"Camers the yellow-lock’d, and Numa strong;"
10578,"Both great in arms, and both were fair and young."
10579,"Camers was son to Volscens lately slain,"
10580,"In wealth surpassing all the Latian train,"
10581,And in Amycla fix’d his silent easy reign.
10582,"And, as Aegaeon, when with heav’n he strove,"
10583,Stood opposite in arms to mighty Jove;
10584,"Mov’d all his hundred hands, provok’d the war,"
10585,Defied the forky lightning from afar;
10586,"At fifty mouths his flaming breath expires,"
10587,"And flash for flash returns, and fires for fires;"
10588,"In his right hand as many swords he wields,"
10589,And takes the thunder on as many shields:
10590,"With strength like his, the Trojan hero stood;"
10591,"And soon the fields with falling corps were strow’d,"
10592,When once his falchion found the taste of blood.
10593,"With fury scarce to be conceiv’d, he flew"
10594,"Against Niphaeus, whom four coursers drew."
10595,"They, when they see the fiery chief advance,"
10596,"And pushing at their chests his pointed lance,"
10597,"Wheel’d with so swift a motion, mad with fear,"
10598,They threw their master headlong from the chair.
10599,"They stare, they start, nor stop their course, before"
10600,They bear the bounding chariot to the shore.
10601,"Now Lucagus and Liger scour the plains,"
10602,"With two white steeds; but Liger holds the reins,"
10603,And Lucagus the lofty seat maintains:
10604,Bold brethren both. The former wav’d in air
10605,"His flaming sword: Aeneas couch’d his spear,"
10606,"Unus’d to threats, and more unus’d to fear."
10607,Then Liger thus: “Thy confidence is vain
10608,"To scape from hence, as from the Trojan plain:"
10609,"Nor these the steeds which Diomede bestrode,"
10610,Nor this the chariot where Achilles rode;
10611,"Nor Venus’ veil is here, near Neptune’s shield;"
10612,"Thy fatal hour is come, and this the field.”"
10613,Thus Liger vainly vaunts: the Trojan peer
10614,Return’d his answer with his flying spear.
10615,"As Lucagus, to lash his horses, bends,"
10616,"Prone to the wheels, and his left foot protends,"
10617,"Prepar’d for fight; the fatal dart arrives,"
10618,And thro’ the borders of his buckler drives;
10619,"Pass’d thro’ and pierc’d his groin: the deadly wound,"
10620,"Cast from his chariot, roll’d him on the ground."
10621,Whom thus the chief upbraids with scornful spite:
10622,“Blame not the slowness of your steeds in flight;
10623,Vain shadows did not force their swift retreat;
10624,But you yourself forsake your empty seat.”
10625,"He said, and seiz’d at once the loosen’d rein;"
10626,"For Liger lay already on the plain,"
10627,"By the same shock: then, stretching out his hands,"
10628,The recreant thus his wretched life demands:
10629,"“Now, by thyself, O more than mortal man!"
10630,"By her and him from whom thy breath began,"
10631,"Who form’d thee thus divine, I beg thee, spare"
10632,"This forfeit life, and hear thy suppliant’s pray’r.”"
10633,"Thus much he spoke, and more he would have said;"
10634,"But the stern hero turn’d aside his head,"
10635,And cut him short: “I hear another man;
10636,You talk’d not thus before the fight began.
10637,"Now take your turn; and, as a brother should,"
10638,Attend your brother to the Stygian flood.”
10639,"Then thro’ his breast his fatal sword he sent,"
10640,And the soul issued at the gaping vent.
10641,"As storms the skies, and torrents tear the ground,"
10642,"Thus rag’d the prince, and scatter’d deaths around."
10643,At length Ascanius and the Trojan train
10644,"Broke from the camp, so long besieg’d in vain."
10645,Meantime the King of Gods and Mortal Man
10646,"Held conference with his queen, and thus began:"
10647,"“My sister goddess, and well-pleasing wife,"
10648,Still think you Venus’ aid supports the strife—
10649,"Sustains her Trojans—or themselves, alone,"
10650,With inborn valour force their fortune on?
10651,"How fierce in fight, with courage undecay’d!"
10652,Judge if such warriors want immortal aid.”
10653,"To whom the goddess with the charming eyes,"
10654,"Soft in her tone, submissively replies:"
10655,"“Why, O my sov’reign lord, whose frown I fear,"
10656,"And cannot, unconcern’d, your anger bear;"
10657,"Why urge you thus my grief? when, if I still"
10658,"(As once I was) were mistress of your will,"
10659,From your almighty pow’r your pleasing wife
10660,"Might gain the grace of length’ning Turnus’ life,"
10661,"Securely snatch him from the fatal fight,"
10662,And give him to his aged father’s sight.
10663,"Now let him perish, since you hold it good,"
10664,And glut the Trojans with his pious blood.
10665,"Yet from our lineage he derives his name,"
10666,"And, in the fourth degree, from god Pilumnus came;"
10667,"Yet he devoutly pays you rites divine,"
10668,And offers daily incense at your shrine.”
10669,Then shortly thus the sov’reign god replied:
10670,"“Since in my pow’r and goodness you confide,"
10671,"If for a little space, a lengthen’d span,"
10672,"You beg reprieve for this expiring man,"
10673,I grant you leave to take your Turnus hence
10674,"From instant fate, and can so far dispense."
10675,"But, if some secret meaning lies beneath,"
10676,"To save the short-liv’d youth from destin’d death,"
10677,"Or if a farther thought you entertain,"
10678,To change the fates; you feed your hopes in vain.”
10679,"To whom the goddess thus, with weeping eyes:"
10680,"“And what if that request, your tongue denies,"
10681,"Your heart should grant; and not a short reprieve,"
10682,"But length of certain life, to Turnus give?"
10683,"Now speedy death attends the guiltless youth,"
10684,If my presaging soul divines with truth;
10685,"Which, O! I wish, might err thro’ causeless fears,"
10686,And you (for you have pow’r) prolong his years!”
10687,"Thus having said, involv’d in clouds, she flies,"
10688,And drives a storm before her thro’ the skies.
10689,"Swift she descends, alighting on the plain,"
10690,Where the fierce foes a dubious fight maintain.
10691,Of air condens’d a spectre soon she made;
10692,"And, what Aeneas was, such seem’d the shade."
10693,"Adorn’d with Dardan arms, the phantom bore"
10694,His head aloft; a plumy crest he wore;
10695,"This hand appear’d a shining sword to wield,"
10696,And that sustain’d an imitated shield.
10697,"With manly mien he stalk’d along the ground,"
10698,"Nor wanted voice belied, nor vaunting sound."
10699,"(Thus haunting ghosts appear to waking sight,"
10700,Or dreadful visions in our dreams by night.)
10701,"The spectre seems the Daunian chief to dare,"
10702,And flourishes his empty sword in air.
10703,"At this, advancing, Turnus hurl’d his spear:"
10704,"The phantom wheel’d, and seem’d to fly for fear."
10705,"Deluded Turnus thought the Trojan fled,"
10706,And with vain hopes his haughty fancy fed.
10707,"“Whether, O coward?” (thus he calls aloud,"
10708,"Nor found he spoke to wind, and chas’d a cloud,)"
10709,“Why thus forsake your bride! Receive from me
10710,The fated land you sought so long by sea.”
10711,"He said, and, brandishing at once his blade,"
10712,With eager pace pursued the flying shade.
10713,"By chance a ship was fasten’d to the shore,"
10714,Which from old Clusium King Osinius bore:
10715,The plank was ready laid for safe ascent;
10716,"For shelter there the trembling shadow bent,"
10717,"And skipp’t and skulk’d, and under hatches went."
10718,"Exulting Turnus, with regardless haste,"
10719,"Ascends the plank, and to the galley pass’d."
10720,Scarce had he reach’d the prow: Saturnia’s hand
10721,"The haulsers cuts, and shoots the ship from land."
10722,"With wind in poop, the vessel plows the sea,"
10723,And measures back with speed her former way.
10724,"Meantime Aeneas seeks his absent foe,"
10725,And sends his slaughter’d troops to shades below.
10726,"The guileful phantom now forsook the shroud,"
10727,"And flew sublime, and vanish’d in a cloud."
10728,"Too late young Turnus the delusion found,"
10729,"Far on the sea, still making from the ground."
10730,"Then, thankless for a life redeem’d by shame,"
10731,"With sense of honour stung, and forfeit fame,"
10732,"Fearful besides of what in fight had pass’d,"
10733,His hands and haggard eyes to heav’n he cast;
10734,"“O Jove!” he cried, “for what offence have I"
10735,Deserv’d to bear this endless infamy?
10736,"Whence am I forc’d, and whether am I borne?"
10737,"How, and with what reproach, shall I return?"
10738,"Shall ever I behold the Latian plain,"
10739,Or see Laurentum’s lofty tow’rs again?
10740,What will they say of their deserting chief
10741,The war was mine: I fly from their relief;
10742,"I led to slaughter, and in slaughter leave;"
10743,And ev’n from hence their dying groans receive.
10744,"Here, overmatch’d in fight, in heaps they lie;"
10745,"There, scatter’d o’er the fields, ignobly fly."
10746,"Gape wide, O earth, and draw me down alive!"
10747,"Or, O ye pitying winds, a wretch relieve!"
10748,On sands or shelves the splitting vessel drive;
10749,"Or set me shipwreck’d on some desert shore,"
10750,"Where no Rutulian eyes may see me more,"
10751,"Unknown to friends, or foes, or conscious Fame,"
10752,"Lest she should follow, and my flight proclaim.”"
10753,"Thus Turnus rav’d, and various fates revolv’d:"
10754,"The choice was doubtful, but the death resolv’d."
10755,"And now the sword, and now the sea took place,"
10756,"That to revenge, and this to purge disgrace."
10757,"Sometimes he thought to swim the stormy main,"
10758,By stretch of arms the distant shore to gain.
10759,"Thrice he the sword assay’d, and thrice the flood;"
10760,"But Juno, mov’d with pity, both withstood."
10761,"And thrice repress’d his rage; strong gales supplied,"
10762,And push’d the vessel o’er the swelling tide.
10763,"At length she lands him on his native shores,"
10764,And to his father’s longing arms restores.
10765,"Meantime, by Jove’s impulse, Mezentius arm’d,"
10766,"Succeeding Turnus, with his ardour warm’d"
10767,"His fainting friends, reproach’d their shameful flight,"
10768,"Repell’d the victors, and renew’d the fight."
10769,Against their king the Tuscan troops conspire;
10770,"Such is their hate, and such their fierce desire"
10771,"Of wish’d revenge: on him, and him alone,"
10772,"All hands employ’d, and all their darts are thrown."
10773,"He, like a solid rock by seas inclos’d,"
10774,"To raging winds and roaring waves oppos’d,"
10775,"From his proud summit looking down, disdains"
10776,"Their empty menace, and unmov’d remains."
10777,"Beneath his feet fell haughty Hebrus dead,"
10778,"Then Latagus, and Palmus as he fled."
10779,At Latagus a weighty stone he flung:
10780,"His face was flatted, and his helmet rung."
10781,But Palmus from behind receives his wound;
10782,"Hamstring’d he falls, and grovels on the ground:"
10783,"His crest and armour, from his body torn,"
10784,"Thy shoulders, Lausus, and thy head adorn."
10785,"Evas and Mimas, both of Troy, he slew."
10786,"Mimas his birth from fair Theano drew,"
10787,"Born on that fatal night, when, big with fire,"
10788,The queen produc’d young Paris to his sire:
10789,"But Paris in the Phrygian fields was slain,"
10790,Unthinking Mimas on the Latian plain.
10791,"And, as a savage boar, on mountains bred,"
10792,"With forest mast and fatt’ning marshes fed,"
10793,"When once he sees himself in toils inclos’d,"
10794,"By huntsmen and their eager hounds oppos’d,"
10795,"He whets his tusks, and turns, and dares the war;"
10796,Th’ invaders dart their jav’lins from afar:
10797,"All keep aloof, and safely shout around;"
10798,But none presumes to give a nearer wound:
10799,"He frets and froths, erects his bristled hide,"
10800,And shakes a grove of lances from his side:
10801,"Not otherwise the troops, with hate inspir’d,"
10802,"And just revenge against the tyrant fir’d,"
10803,"Their darts with clamour at a distance drive,"
10804,And only keep the languish’d war alive.
10805,"From Coritus came Acron to the fight,"
10806,"Who left his spouse betroth’d, and unconsummate night."
10807,"Mezentius sees him thro’ the squadrons ride,"
10808,Proud of the purple favours of his bride.
10809,"Then, as a hungry lion, who beholds"
10810,"A gamesome goat, who frisks about the folds,"
10811,"Or beamy stag, that grazes on the plain—"
10812,"He runs, he roars, he shakes his rising mane,"
10813,"He grins, and opens wide his greedy jaws;"
10814,The prey lies panting underneath his paws:
10815,He fills his famish’d maw; his mouth runs o’er
10816,"With unchew’d morsels, while he churns the gore:"
10817,"So proud Mezentius rushes on his foes,"
10818,And first unhappy Acron overthrows:
10819,"Stretch’d at his length, he spurns the swarthy ground;"
10820,"The lance, besmear’d with blood, lies broken in the wound."
10821,Then with disdain the haughty victor view’d
10822,"Orodes flying, nor the wretch pursued,"
10823,"Nor thought the dastard’s back deserv’d a wound,"
10824,"But, running, gain’d th’ advantage of the ground:"
10825,"Then turning short, he met him face to face,"
10826,To give his victory the better grace.
10827,"Orodes falls, in equal fight oppress’d:"
10828,"Mezentius fix’d his foot upon his breast,"
10829,And rested lance; and thus aloud he cries:
10830,“Lo! here the champion of my rebels lies!”
10831,The fields around with Io Paean! ring;
10832,And peals of shouts applaud the conqu’ring king.
10833,"At this the vanquish’d, with his dying breath,"
10834,"Thus faintly spoke, and prophesied in death:"
10835,"“Nor thou, proud man, unpunish’d shalt remain:"
10836,Like death attends thee on this fatal plain.”
10837,"Then, sourly smiling, thus the king replied:"
10838,"“For what belongs to me, let Jove provide;"
10839,"But die thou first, whatever chance ensue.”"
10840,"He said, and from the wound the weapon drew."
10841,"A hov’ring mist came swimming o’er his sight,"
10842,And seal’d his eyes in everlasting night.
10843,"By Caedicus, Alcathous was slain;"
10844,Sacrator laid Hydaspes on the plain;
10845,Orses the strong to greater strength must yield;
10846,"He, with Parthenius, were by Rapo kill’d."
10847,"Then brave Messapus Ericetes slew,"
10848,Who from Lycaon’s blood his lineage drew.
10849,"But from his headstrong horse his fate he found,"
10850,"Who threw his master, as he made a bound:"
10851,"The chief, alighting, stuck him to the ground;"
10852,"Then Clonius, hand to hand, on foot assails:"
10853,"The Trojan sinks, and Neptune’s son prevails."
10854,"Agis the Lycian, stepping forth with pride,"
10855,To single fight the boldest foe defied;
10856,"Whom Tuscan Valerus by force o’ercame,"
10857,And not belied his mighty father’s fame.
10858,Salius to death the great Antronius sent:
10859,"But the same fate the victor underwent,"
10860,"Slain by Nealces’ hand, well-skill’d to throw"
10861,"The flying dart, and draw the far-deceiving bow."
10862,Thus equal deaths are dealt with equal chance;
10863,"By turns they quit their ground, by turns advance:"
10864,"Victors and vanquish’d, in the various field,"
10865,"Nor wholly overcome, nor wholly yield."
10866,"The gods from heav’n survey the fatal strife,"
10867,And mourn the miseries of human life.
10868,"Above the rest, two goddesses appear"
10869,"Concern’d for each: here Venus, Juno there."
10870,"Amidst the crowd, infernal Ate shakes"
10871,"Her scourge aloft, and crest of hissing snakes."
10872,"Once more the proud Mezentius, with disdain,"
10873,"Brandish’d his spear, and rush’d into the plain,"
10874,"Where tow’ring in the midmost rank he stood,"
10875,Like tall Orion stalking o’er the flood.
10876,"(When with his brawny breast he cuts the waves,"
10877,"His shoulders scarce the topmost billow laves),"
10878,"Or like a mountain ash, whose roots are spread,"
10879,Deep fix’d in earth; in clouds he hides his head.
10880,"The Trojan prince beheld him from afar,"
10881,And dauntless undertook the doubtful war.
10882,"Collected in his strength, and like a rock,"
10883,"Pois’d on his base, Mezentius stood the shock."
10884,"He stood, and, measuring first with careful eyes"
10885,"The space his spear could reach, aloud he cries:"
10886,"“My strong right hand, and sword, assist my stroke!"
10887,(Those only gods Mezentius will invoke.)
10888,"His armour, from the Trojan pirate torn,"
10889,By my triumphant Lausus shall be worn.”
10890,He said; and with his utmost force he threw
10891,"The massy spear, which, hissing as it flew,"
10892,"Reach’d the celestial shield, that stopp’d the course;"
10893,"But, glancing thence, the yet unbroken force"
10894,"Took a new bent obliquely, and betwixt"
10895,The side and bowels fam’d Anthores fix’d.
10896,"Anthores had from Argos travel’d far,"
10897,"Alcides’ friend, and brother of the war;"
10898,"Till, tir’d with toils, fair Italy he chose,"
10899,And in Evander’s palace sought repose.
10900,"Now, falling by another’s wound, his eyes"
10901,"He cast to heav’n, on Argos thinks, and dies."
10902,The pious Trojan then his jav’lin sent;
10903,The shield gave way; thro’ treble plates it went
10904,"Of solid brass, of linen trebly roll’d,"
10905,And three bull hides which round the buckler fold.
10906,"All these it pass’d, resistless in the course,"
10907,"Transpierc’d his thigh, and spent its dying force."
10908,The gaping wound gush’d out a crimson flood.
10909,"The Trojan, glad with sight of hostile blood,"
10910,"His falchion drew, to closer fight address’d,"
10911,And with new force his fainting foe oppress’d.
10912,His father’s peril Lausus view’d with grief;
10913,"He sigh’d, he wept, he ran to his relief."
10914,"And here, heroic youth, ’tis here I must"
10915,"To thy immortal memory be just,"
10916,"And sing an act so noble and so new,"
10917,Posterity will scarce believe ’tis true.
10918,"Pain’d with his wound, and useless for the fight,"
10919,The father sought to save himself by flight:
10920,"Encumber’d, slow he dragg’d the spear along,"
10921,"Which pierc’d his thigh, and in his buckler hung."
10922,"The pious youth, resolv’d on death, below"
10923,The lifted sword springs forth to face the foe;
10924,"Protects his parent, and prevents the blow."
10925,"Shouts of applause ran ringing thro’ the field,"
10926,To see the son the vanquish’d father shield.
10927,"All, fir’d with gen’rous indignation, strive,"
10928,And with a storm of darts to distance drive
10929,"The Trojan chief, who, held at bay from far,"
10930,On his Vulcanian orb sustain’d the war.
10931,"As, when thick hail comes rattling in the wind,"
10932,"The plowman, passenger, and lab’ring hind"
10933,"For shelter to the neighb’ring covert fly,"
10934,"Or hous’d, or safe in hollow caverns lie;"
10935,"But, that o’erblown, when heav’n above ’em smiles,"
10936,"Return to travel, and renew their toils:"
10937,"Aeneas thus, o’erwhelmed on ev’ry side,"
10938,"The storm of darts, undaunted, did abide;"
10939,And thus to Lausus loud with friendly threat’ning cried:
10940,"“Why wilt thou rush to certain death, and rage"
10941,"In rash attempts, beyond thy tender age,"
10942,"Betray’d by pious love?” Nor, thus forborne,"
10943,"The youth desists, but with insulting scorn"
10944,"Provokes the ling’ring prince, whose patience, tir’d,"
10945,Gave place; and all his breast with fury fir’d.
10946,For now the Fates prepar’d their sharpen’d shears;
10947,"And lifted high the flaming sword appears,"
10948,"Which, full descending with a frightful sway,"
10949,"Thro’ shield and corslet forc’d th’ impetuous way,"
10950,And buried deep in his fair bosom lay.
10951,"The purple streams thro’ the thin armour strove,"
10952,And drench’d th’ imbroider’d coat his mother wove;
10953,"And life at length forsook his heaving heart,"
10954,Loth from so sweet a mansion to depart.
10955,"But when, with blood and paleness all o’erspread,"
10956,"The pious prince beheld young Lausus dead,"
10957,He griev’d; he wept; the sight an image brought
10958,"Of his own filial love, a sadly pleasing thought:"
10959,"Then stretch’d his hand to hold him up, and said:"
10960,“Poor hapless youth! what praises can be paid
10961,"To love so great, to such transcendent store"
10962,"Of early worth, and sure presage of more?"
10963,Accept whate’er Aeneas can afford;
10964,"Untouch’d thy arms, untaken be thy sword;"
10965,"And all that pleas’d thee living, still remain"
10966,"Inviolate, and sacred to the slain."
10967,"Thy body on thy parents I bestow,"
10968,"To rest thy soul, at least, if shadows know,"
10969,Or have a sense of human things below.
10970,There to thy fellow ghosts with glory tell:
10971,‘’Twas by the great Aeneas hand I fell.’”
10972,"With this, his distant friends he beckons near,"
10973,"Provokes their duty, and prevents their fear:"
10974,"Himself assists to lift him from the ground,"
10975,"With clotted locks, and blood that well’d from out the wound."
10976,"Meantime, his father, now no father, stood,"
10977,And wash’d his wounds by Tiber’s yellow flood:
10978,"Oppress’d with anguish, panting, and o’erspent,"
10979,His fainting limbs against an oak he leant.
10980,A bough his brazen helmet did sustain;
10981,His heavier arms lay scatter’d on the plain:
10982,A chosen train of youth around him stand;
10983,His drooping head was rested on his hand:
10984,His grisly beard his pensive bosom sought;
10985,And all on Lausus ran his restless thought.
10986,"Careful, concern’d his danger to prevent,"
10987,"He much enquir’d, and many a message sent"
10988,To warn him from the field—alas! in vain!
10989,"Behold, his mournful followers bear him slain!"
10990,"O’er his broad shield still gush’d the yawning wound,"
10991,And drew a bloody trail along the ground.
10992,"Far off he heard their cries, far off divin’d"
10993,"The dire event, with a foreboding mind."
10994,With dust he sprinkled first his hoary head;
10995,Then both his lifted hands to heav’n he spread;
10996,"Last, the dear corpse embracing, thus he said:"
10997,"“What joys, alas! could this frail being give,"
10998,That I have been so covetous to live?
10999,"To see my son, and such a son, resign"
11000,"His life, a ransom for preserving mine!"
11001,"And am I then preserv’d, and art thou lost?"
11002,How much too dear has that redemption cost!
11003,’Tis now my bitter banishment I feel:
11004,This is a wound too deep for time to heal.
11005,My guilt thy growing virtues did defame;
11006,My blackness blotted thy unblemish’d name.
11007,"Chas’d from a throne, abandon’d, and exil’d"
11008,"For foul misdeeds, were punishments too mild:"
11009,"I ow’d my people these, and, from their hate,"
11010,With less resentment could have borne my fate.
11011,"And yet I live, and yet sustain the sight"
11012,"Of hated men, and of more hated light:"
11013,But will not long.” With that he rais’d from ground
11014,"His fainting limbs, that stagger’d with his wound;"
11015,"Yet, with a mind resolv’d, and unappall’d"
11016,"With pains or perils, for his courser call’d"
11017,"Well-mouth’d, well-manag’d, whom himself did dress"
11018,"With daily care, and mounted with success;"
11019,"His aid in arms, his ornament in peace."
11020,"Soothing his courage with a gentle stroke,"
11021,"The steed seem’d sensible, while thus he spoke:"
11022,"“O Rhoebus, we have liv’d too long for me—"
11023,If life and long were terms that could agree!
11024,This day thou either shalt bring back the head
11025,And bloody trophies of the Trojan dead;
11026,"This day thou either shalt revenge my woe,"
11027,"For murder’d Lausus, on his cruel foe;"
11028,"Or, if inexorable fate deny"
11029,"Our conquest, with thy conquer’d master die:"
11030,"For, after such a lord, I rest secure,"
11031,"Thou wilt no foreign reins, or Trojan load endure.”"
11032,"He said; and straight th’ officious courser kneels,"
11033,To take his wonted weight. His hands he fills
11034,With pointed jav’lins; on his head he lac’d
11035,"His glitt’ring helm, which terribly was grac’d"
11036,"With waving horsehair, nodding from afar;"
11037,Then spurr’d his thund’ring steed amidst the war.
11038,"Love, anguish, wrath, and grief, to madness wrought,"
11039,"Despair, and secret shame, and conscious thought"
11040,"Of inborn worth, his lab’ring soul oppress’d,"
11041,"Roll’d in his eyes, and rag’d within his breast."
11042,Then loud he call’d Aeneas thrice by name:
11043,The loud repeated voice to glad Aeneas came.
11044,"“Great Jove,” he said, “and the far-shooting god,"
11045,Inspire thy mind to make thy challenge good!”
11046,"He spoke no more; but hasten’d, void of fear,"
11047,And threaten’d with his long protended spear.
11048,To whom Mezentius thus: “Thy vaunts are vain.
11049,My Lausus lies extended on the plain:
11050,He’s lost! thy conquest is already won;
11051,The wretched sire is murder’d in the son.
11052,"Nor fate I fear, but all the gods defy."
11053,Forbear thy threats: my bus’ness is to die;
11054,But first receive this parting legacy.”
11055,He said; and straight a whirling dart he sent;
11056,"Another after, and another went."
11057,"Round in a spacious ring he rides the field,"
11058,And vainly plies th’ impenetrable shield.
11059,"Thrice rode he round; and thrice Aeneas wheel’d,"
11060,Turn’d as he turn’d: the golden orb withstood
11061,"The strokes, and bore about an iron wood."
11062,"Impatient of delay, and weary grown,"
11063,"Still to defend, and to defend alone,"
11064,"To wrench the darts which in his buckler light,"
11065,Urg’d and o’er-labour’d in unequal fight;
11066,"At length resolv’d, he throws with all his force"
11067,Full at the temples of the warrior horse.
11068,"Just where the stroke was aim’d, th’ unerring spear"
11069,"Made way, and stood transfix’d thro’ either ear."
11070,"Seiz’d with unwonted pain, surpris’d with fright,"
11071,"The wounded steed curvets, and, rais’d upright,"
11072,Lights on his feet before; his hoofs behind
11073,"Spring up in air aloft, and lash the wind."
11074,Down comes the rider headlong from his height:
11075,"His horse came after with unwieldy weight,"
11076,"And, flound’ring forward, pitching on his head,"
11077,His lord’s encumber’d shoulder overlaid.
11078,"From either host, the mingled shouts and cries"
11079,Of Trojans and Rutulians rend the skies.
11080,"Aeneas, hast’ning, wav’d his fatal sword"
11081,"High o’er his head, with this reproachful word:"
11082,"“Now; where are now thy vaunts, the fierce disdain"
11083,"Of proud Mezentius, and the lofty strain?”"
11084,"Struggling, and wildly staring on the skies,"
11085,With scarce recover’d sight he thus replies:
11086,"“Why these insulting words, this waste of breath,"
11087,"To souls undaunted, and secure of death?"
11088,"’Tis no dishonour for the brave to die,"
11089,Nor came I here with hope of victory;
11090,"Nor ask I life, nor fought with that design:"
11091,"As I had us’d my fortune, use thou thine."
11092,My dying son contracted no such band;
11093,The gift is hateful from his murd’rer’s hand.
11094,"For this, this only favour let me sue,"
11095,If pity can to conquer’d foes be due:
11096,Refuse it not; but let my body have
11097,"The last retreat of humankind, a grave."
11098,Too well I know th’ insulting people’s hate;
11099,Protect me from their vengeance after fate:
11100,"This refuge for my poor remains provide,"
11101,And lay my much-lov’d Lausus by my side.”
11102,"He said, and to the sword his throat applied."
11103,"The crimson stream distain’d his arms around,"
11104,And the disdainful soul came rushing thro’ the wound.
11105,"Aeneas erects a trophy of the spoils of Mezentius, grants a truce"
11106,"for burying the dead, and sends home the body of Pallas with"
11107,"great solemnity. Latinus calls a council, to propose offers of"
11108,peace to Aeneas; which occasions great animosity betwixt Turnus
11109,and Drances. In the mean time there is a sharp engagement of the
11110,"horse; wherein Camilla signalizes herself, is killed, and the"
11111,Latine troops are entirely defeated.
11112,Scarce had the rosy Morning rais’d her head
11113,"Above the waves, and left her wat’ry bed;"
11114,"The pious chief, whom double cares attend"
11115,"For his unburied soldiers and his friend,"
11116,Yet first to Heav’n perform’d a victor’s vows:
11117,He bar’d an ancient oak of all her boughs;
11118,"Then on a rising ground the trunk he plac’d,"
11119,Which with the spoils of his dead foe he grac’d.
11120,"The coat of arms by proud Mezentius worn,"
11121,"Now on a naked snag in triumph borne,"
11122,"Was hung on high, and glitter’d from afar,"
