,ASV_Original,ASV_Paraphrased,BBE_Original
804,"For if a man see thee who hast knowledge sitting at meat in an idol's temple, will not his conscience, if he is weak, be emboldened to eat things sacrificed to idols? 
","if a man sees you sitting in a meat-eating temple, he won't be able to eat anything sacrificed to idols, if he's weak?","For if a man sees you, who have knowledge, taking food as a guest in the house of an image, will it not give him, if he is feeble, the idea that he may take food offered to images?
"
805,"For through thy knowledge he that is weak perisheth, the brother for whose sake Christ died. 
","he who is weak is perishing, the brother who died for his sake.","And so, through your knowledge, you are the cause of destruction to your brother, for whom Christ underwent death.
"
806,"And thus, sinning against the brethren, and wounding their conscience when it is weak, ye sin against Christ. 
","so, when you sin against the brothers, you sin against God's will.","And in this way, doing evil to the brothers, and causing trouble to those whose faith is feeble, you are sinning against Christ.
"
807,"Wherefore, if meat causeth my brother to stumble, I will eat no flesh for evermore, that I cause not my brother to stumble.","if meat causes my brother to fall, I'm not gonna eat meat, so I don't cause my brother to fall.","For this reason, if food is a cause of trouble to my brother, I will give up taking meat for ever, so that I may not be a cause of trouble to my brother.
"
808,"And Jehovah spake unto Moses, saying, 
","""I have spoken to Moses, and I have spoken to Moses.""","And the Lord said to Moses,
"
809,"Speak unto the children of Israel, and say unto them, When a man shall accomplish a vow, the persons shall be for Jehovah by thy estimation. 
","when a man makes a promise, he will be for God by your estimation.","Say to the children of Israel, If a man makes a special oath, you will give your decision as to the value of the persons for the Lord.
"
810,"And thy estimation shall be of the male from twenty years old even unto sixty years old, even thy estimation shall be fifty shekels of silver, after the shekel of the sanctuary. 
","after the shekel of the sanctuary, the silver will be worth 50 shekels, even after the silver of the sanctuary.","And you will put the value of a male from twenty years to sixty years old at fifty shekels of silver, by the scale of the holy place.
"
811,"And if it be a female, then thy estimation shall be thirty shekels. 
","if it's a woman, then it's 30 shekels.","And if it is a female, the value will be thirty shekels.
"
812,"And if it be from five years old even unto twenty years old, then thy estimation shall be of the male twenty shekels, and for the female ten shekels. 
","if it's five years old, then it's twenty, and if it's twenty, then it's ten.","And if the person is from five to twenty years old, the value will be twenty shekels for a male, and ten for a female.
"
813,"And if it be from a month old even unto five years old, then thy estimation shall be of the male five shekels of silver, and for the female thy estimation shall be three shekels of silver. 
","if it's a month old, then it's a silver coin for the male five shekels, and the woman's worth is three shekels.","And if the person is from one month to five years old, then the value for a male will be five shekels of silver, and for a female three shekels.
"
814,"And if it be from sixty years old and upward; if it be a male, then thy estimation shall be fifteen shekels, and for the female ten shekels. 
","if it's a man, then it's worth fifteen shekels, and for the woman, ten shekels.","And for sixty years old and over, for a male the value will be fifteen shekels, and for a female, ten.
"
815,"But if he be poorer than thy estimation, then he shall be set before the priest, and the priest shall value him; according to the ability of him that vowed shall the priest value him.
","if he's poorer than your estimate, he'll be taken to the priest, and the priest will judge him according to his ability.","But if he is poorer than the value which you have put on him, then let him be taken to the priest, and the priest will put a value on him, such as it is possible for him to give.
"
816,"And if it be a beast, whereof men offer an oblation unto Jehovah, all that any man giveth of such unto Jehovah shall be holy. 
","if it's a monster, where they offer a sacrifice to God, all of them will be holy.","And if it is a beast of which men make offerings to the Lord, whatever any man gives of such to the Lord will be holy.
"
817,"He shall not alter it, nor change it, a good for a bad, or a bad for a good: and if he shall at all change beast for beast, then both it and that for which it is changed shall be holy. 
","he must not change the beast, nor change the beast for the beast, and if he does, then both will be holy.","It may not be changed in any way, a good given for a bad, or a bad for a good; if one beast is changed for another, the two will be holy.
"
818,"And if it be any unclean beast, of which they do not offer an oblation unto Jehovah, then he shall set the beast before the priest; 
","if any unclean animal is offered to the priest, then the priest shall set the beast before the priest.","And if it is any unclean beast, of which offerings are not made to the Lord, then let him take the beast before the priest;
"
819,"and the priest shall value it, whether it be good or bad: as thou the priest valuest it, so shall it be. 
","the priest will value it, whether good or bad: as you value it, so it will be.","And let the priest put a value on it, if it is good or bad; whatever value the priest puts on it, so will it be.
"
820,"But if he will indeed redeem it, then he shall add the fifth part thereof unto thy estimation.
",then he will add the fifth part to your estimate if he really does.,"But if he has a desire to get it back for himself, let him give a fifth more than your value.
"
821,"And when a man shall sanctify his house to be holy unto Jehovah, then the priest shall estimate it, whether it be good or bad: as the priest shall estimate it, so shall it stand. 
","the priest shall estimate the priest's house, whether it is good or bad: as the priest shall estimate it, so shall it be.","And if a man has given his house as holy to the Lord, then the priest will put a value on it, if it is good or bad; as the priest gives decision so will the value be fixed.
"
822,"And if he that sanctified it will redeem his house, then he shall add the fifth part of the money of thy estimation unto it, and it shall be his.
","then he will add the fifth part of the money to him, and he will be his.","And if the owner has a desire to get back his house, let him give a fifth more than your value, and it will be his.
"
823,"And if a man shall sanctify unto Jehovah part of the field of his possession, then thy estimation shall be according to the sowing thereof: the sowing of a homer of barley shall be valued at fifty shekels of silver. 
","if a man is to be sanctified by the field of his own possession, then the price of barley is 50 shekels of silver.","And if a man gives to the Lord part of the field which is his property, then let your value be in relation to the seed which is planted in it; a measure of barley grain will be valued at fifty shekels of silver.
"
824,"If he sanctify his field from the year of jubilee, according to thy estimation it shall stand. 
","according to your estimate, he will be sanctified by the year of the Jubilee.","If he gives his field from the year of Jubilee, the value will be fixed by your decision.
"
825,"But if he sanctify his field after the jubilee, then the priest shall reckon unto him the money according to the years that remain unto the year of jubilee; and an abatement shall be made from thy estimation. 
","if the priest sanctifies the field after the jubilee, then he shall reckon the money according to the years of the year of the jubilee.","But if he gives his field after the year of Jubilee, the amount of the money will be worked out by the priest in relation to the number of years till the coming year of Jubilee, and the necessary amount will be taken off your value.
"
826,"And if he that sanctified the field will indeed redeem it, then he shall add the fifth part of the money of thy estimation unto it, and it shall be assured to him. 
","if he sanctifies the field, then he will add the fifth part of the money to him, and he will be assured of his reward.","And if the man who has given the field has a desire to get it back, let him give a fifth more than the price at which it was valued and it will be his.
"
827,"And if he will not redeem the field, or if he have sold the field to another man, it shall not be redeemed any more: 
","if he doesn't sell the field, or if he sells it to someone else, it's not going to be redeemed:","But if he has no desire to get it back, or if he has given it for a price to another man, it may not be got back again.
"
828,"but the field, when it goeth out in the jubilee, shall be holy unto Jehovah, as a field devoted; the possession thereof shall be the priest's. 
","the field, when it's over, will be holy to God as a field of sacrifice; the possession of it will be the priest.","But the field, when it becomes free at the year of Jubilee, will be holy to the Lord, as a field given under oath: it will be the property of the priest.
"
829,"And if he sanctify unto Jehovah a field which he hath bought, which is not of the field of his possession; 
","if he sanctifies the field he bought, which he didn't own;","And if a man gives to the Lord a field which he has got for money from another, which is not part of his heritage;
"
830,"then the priest shall reckon unto him the worth of thy estimation unto the year of jubilee: and he shall give thine estimation in that day, as a holy thing unto Jehovah. 
",the priest shall reckon the value of your estimation at the year of the Jubilee: and he will give you an estimation of the holy thing that day.,"Then the value fixed by you up to the year of Jubilee will be worked out for him by the priest, and in that day he will give the amount of your value as holy to the Lord.
"
831,"In the year of jubilee the field shall return unto him of whom it was bought, even to him to whom the possession of the land belongeth. 
","the field shall return to the buyer, even to the one who has the right to the land.","In the year of Jubilee the field will go back to him from whom he got it, that is, to him whose heritage it was.
"
832,"And all thy estimations shall be according to the shekel of the sanctuary: twenty gerahs shall be the shekel.
",the shekel of the shrine is the price of the shekel: 20 shekels are the price.,"And let all your values be based on the shekel of the holy place, that is, twenty gerahs to the shekel.
"
833,"Only the firstling among beasts, which is made a firstling to Jehovah, no man shall sanctify it; whether it be ox or sheep, it is Jehovah's. 
","no man shall sanctify the firstborn of beasts, which is the firstborn of the Lord.","But a man may not give by oath to the Lord the first-fruits of cattle which are offered to the Lord: if it is an ox or a sheep it is the Lord's.
"
834,"And if it be of an unclean beast, then he shall ransom it according to thine estimation, and shall add unto it the fifth part thereof: or if it be not redeemed, then it shall be sold according to thy estimation.
","if it be a filthy animal, then he will ransom it to your estimation, and he will add to it the fifth part thereof: or if not, he will sell it to your estimation.","And if it is an unclean beast, then the owner of it may give money to get it back, in agreement with the value fixed by you, by giving a fifth more; or if it is not taken back, let it be given for money in agreement with your valuing.
"
835,"Notwithstanding, no devoted thing, that a man shall devote unto Jehovah of all that he hath, whether of man or beast, or of the field of his possession, shall be sold or redeemed: every devoted thing is most holy unto Jehovah. 
","no devoted thing, that a man would give to God, whether of man or animal, or of the field of his own possession, is sold or sold: every devoted thing is holy to God.","But nothing which a man has given completely to the Lord, out of all his property, of man or beast, or of the land which is his heritage, may be given away or got back in exchange for money; anything completely given is most holy to the Lord.
"
836,"No one devoted, that shall be devoted from among men, shall be ransomed; he shall surely be put to death.
","he will be killed, he will be killed, he will be killed, he will be killed.","Any man given completely to the Lord may not be got back: he is certainly to be put to death.
"
837,"And all the tithe of the land, whether of the seed of the land, or of the fruit of the tree, is Jehovah's: it is holy unto Jehovah. 
","Jehovah's tithes are all the land, whether the land is fertile or not, or the fruit of the tree.","And every tenth part of the land, of the seed planted, or of the fruit of trees, is holy to the Lord.
"
838,"And if a man will redeem aught of his tithe, he shall add unto it the fifth part thereof. 
","if a man pays his tithe, he will add the fifth part to the tithe.","And if a man has a desire to get back any of the tenth part which he has given, let him give a fifth more.
"
839,"And all the tithe of the herd or the flock, whatsoever passeth under the rod, the tenth shall be holy unto Jehovah. 
","the tenth is holy to the Lord, whatever passes under the rod.","And a tenth part of the herd and of the flock, whatever goes under the rod of the valuer, will be holy to the Lord.
"
840,"He shall not search whether it be good or bad, neither shall he change it: and if he change it at all, then both it and that for which it is changed shall be holy; it shall not be redeemed.
","he shall not search for good or bad, neither shall he change it: and if he changes it, it will be holy.","He may not make search to see if it is good or bad, or make any changes in it; and if he makes exchange of it for another, the two will be holy; he will not get them back again.
"
841,"These are the commandments, which Jehovah commanded Moses for the children of Israel in mount Sinai.",these are the commandments of God's children in the mountains of Sinai.,"These are the orders which the Lord gave to Moses for the children of Israel in Mount Sinai.
"
842,"Now on the first day of the week cometh Mary Magdalene early, while it was yet dark, unto the tomb, and seeth the stone taken away from the tomb. 
","Mary Magdalene will come to the tomb on the first day of the week, and she will see the stone taken from the tomb.","Now on the first day of the week, very early, while it was still dark, Mary Magdalene came to the place and saw that the stone had been taken away from it.
"
843,"She runneth therefore, and cometh to Simon Peter, and to the other disciple whom Jesus loved, and saith unto them, They have taken away the Lord out of the tomb, and we know not where they have laid him. 
","then Simon Peter, and the other disciple who loved Jesus, and he said to them, they took the Lord out of the tomb, and we don't know where they hid him.","Then she went running to Simon Peter, and to the other disciple who was loved by Jesus, and said to them, They have taken away the Lord out of the place of the dead and we have no knowledge where they have put him.
"
844,"Peter therefore went forth, and the other disciple, and they went toward the tomb. 
","then the other disciple, and he went to the tomb.","So Peter and the other disciple went out to the place of the dead.
"
845,"And they ran both together: and the other disciple outran Peter, and came first to the tomb; 
","the other disciple ran away, and the first one to the tomb.","They went running together, and the other disciple got in front of Peter and came first to the hole in the rock;
"
846,"and stooping and looking in, he seeth the linen cloths lying; yet entered he not in. 
","he looked down, and he saw the linen cloths lying; but he did not enter.","And looking in, he saw the linen bands on the earth; but he did not go in,
"
847,"Simon Peter therefore also cometh, following him, and entered into the tomb; and he beholdeth the linen cloths lying, 
","then Peter came in, and he saw the linen cloths lying, and he was surprised.","Then Simon Peter came after him and went into the hole in the rock; and he saw the linen bands on the earth,
"
848,"and the napkin, that was upon his head, not lying with the linen cloths, but rolled up in a place by itself. 
","the napkin lay on his head, not on the cloth, but on the ground.","And the cloth, which had been round his head, not with the linen bands but rolled up in a place by itself.
"
849,"Then entered in therefore the other disciple also, who came first to the tomb, and he saw, and believed. 
","he entered the tomb, and he saw the other disciple, who came first to the tomb.","Then the other disciple who came there first went in; and he saw and belief came to him.
"
850,"For as yet they knew not the scripture, that he must rise again from the dead. 
","they knew that he would be reborn again, but they didn't know the scripture.","For at that time they had no knowledge that the Writings said that he would have to come again from the dead.
"
851,"So the disciples went away again unto their own home.
",the disciples returned to their homes again.,"So then the disciples went away again to their houses.
"
852,"But Mary was standing without at the tomb weeping: so, as she wept, she stooped and looked into the tomb; 
","Mary stood in the tomb, and she looked into the tomb; she wept.","But Mary was still there outside the hole in the rock, weeping; and while she was weeping and looking into the hole,
"
853,"and she beholdeth two angels in white sitting, one at the head, and one at the feet, where the body of Jesus had lain. 
","she saw two angels sitting down, one on the head and one on the foot, where Jesus lay.","She saw two angels in white seated where the body of Jesus had been, one at the head and the other at the feet.
"
854,"And they say unto her, Woman, why weepest thou? She saith unto them, Because they have taken away my Lord, and I know not where they have laid him. 
","she said, 'Why weep, woman, 'cause they took my Lord and I don't know where they're taking him.","They said to her, Woman, why are you weeping? She said to them, Because they have taken away my Lord, and I have no knowledge where they have put him.
"
855,"When she had thus said, she turned herself back, and beholdeth Jesus standing, and knew not that it was Jesus. 
","she turned, and she saw Jesus standing, and she knew it wasn't Jesus.","And then looking round, she saw Jesus there, but had no idea that it was Jesus.
"
856,"Jesus saith unto her, Woman, why weepest thou? whom seekest thou? She, supposing him to be the gardener, saith unto him, Sir, if thou hast borne him hence, tell me where thou hast laid him, and I will take him away. 
","if you have taken him, tell me where you put him, woman, if you're the gardener.","Jesus said to her, Woman, why are you weeping? who are you looking for? She, taking him for the gardener, said to him, Sir, if you have taken him away from here, say where you have put him and I will take him away.
"
857,"Jesus saith unto her, Mary. She turneth herself, and saith unto him in Hebrew, Rabboni; which is to say, Teacher. 
","he says to her, Mary, and he says it in Hebrew, Rabboni.","Jesus said to her, Mary! Turning, she said to him in Hebrew, Rabboni! (which is to say, Master).
"
858,"Jesus saith to her, Touch me not; for I am not yet ascended unto the Father: but go unto my brethren, and say to them, I ascend unto my Father and your Father, and my God and your God. 
","I'm not yet to the Father, but I'm going to my brothers and tell them, I'm going to my father and your father.","Jesus said to her, Do not put your hand on me, for I have not gone up to the Father: but go to my brothers and say to them, I go up to my Father and your Father, to my God and your God.
"
859,"Mary Magdalene cometh and telleth the disciples, I have seen the Lord; and that he had said these things unto her.
","I saw the Lord, and he told me he had told her the things he had told her.","Mary Magdalene went with the news to the disciples, and said she had seen the Lord and that he had said these things to her.
"
860,"When therefore it was evening, on that day, the first day of the week, and when the doors were shut where the disciples were, for fear of the Jews, Jesus came and stood in the midst, and saith unto them, Peace be unto you. 
","Jesus came to the door, and when the Jews were there, he stood in the doorway and said, Peace be with you.","At evening on that day, the first day of the week, when, for fear of the Jews, the doors were shut where the disciples were, Jesus came among them and said to them, May peace be with you!
"
861,"And when he had said this, he showed unto them his hands and his side. The disciples therefore were glad, when they saw the Lord. 
","when they saw the Lord, they were glad, and they took off their hands and hands.","And when he had said this, he let them see his hands and his side. Then the disciples were glad when they saw the Lord.
"
862,"Jesus therefore said to them again, Peace be unto you: as the Father hath sent me, even so send I you. 
","Peace be with you, as the Father sent me, as the Father sent me.","And Jesus said to them again, May peace be with you! As the Father sent me, even so I now send you.
"
863,"And when he had said this, he breathed on them, and saith unto them, Receive ye the Holy Spirit: 
","when he said this, he breathed into them, and said, Receive the Holy Spirit:","And when he had said this, breathing on them, he said to them, Let the Holy Spirit come on you:
"
864,"whose soever sins ye forgive, they are forgiven unto them; whose soever sins ye retain, they are retained.
","you forgive them, they forgive you, and you retain them.","Any to whom you give forgiveness, will be made free from their sins; and any from whom you keep back forgiveness, will still be in their sins.
"
865,"But Thomas, one of the twelve, called Didymus, was not with them when Jesus came. 
","when Jesus came, Thomas, one of the twelve, was not there.","Now Thomas, one of the twelve, named Didymus, was not with them when Jesus came.
"
866,"The other disciples therefore said unto him, We have seen the Lord. But he said unto them, Except I shall see in his hands the print of the nails, and put my finger into the print of the nails, and put my hand into his side, I will not believe.
","except I'm gonna see the prints on his hands, and I'm gonna put my finger in the nail, and I'm gonna put my finger in the nail.","So the other disciples said to him, We have seen the Lord. But he said to them, If I do not see in his hands the print of the nails and put my finger into the print of the nails, and if I do not put my hand into his side, I will never have belief.
"
867,"And after eight days again his disciples were within, and Thomas with them. Jesus cometh, the doors being shut, and stood in the midst, and said, Peace be unto you. 
","Jesus came, and the door was shut, and Thomas stood in the doorway and said, Peace be with you.","And after eight days, his disciples were again in the house and Thomas was with them. Though the doors were shut, Jesus came, and taking his place in the middle of them, he said, May peace be with you!
"
868,"Then saith he to Thomas, Reach hither thy finger, and see my hands; and reach hither thy hand, and put it into my side: and be not faithless, but believing. 
","he said to Thomas, reach your finger, and look at my hands; and reach your hand, and hold it.","Then he said to Thomas, Put out your finger, and see my hands; and put your hand here into my side: and be no longer in doubt but have belief.
"
869,"Thomas answered and said unto him, My Lord and my God. 
","he answered, my Lord and God.","And Thomas said in answer, My Lord and my God!
"
870,"Jesus saith unto him, Because thou hast seen me, thou hast believed: blessed are they that have not seen, and yet have believed.
","he said, 'Because you saw me, you've seen me, and you've believed it.'","Jesus said to him, Because you have seen me you have belief: a blessing will be on those who have belief though they have not seen me!
"
871,"Many other signs therefore did Jesus in the presence of the disciples, which are not written in this book: 
","the presence of the disciples, which is not written in this book, is therefore Jesus's sign:","A number of other signs Jesus did before his disciples which are not recorded in this book:
"
872,"but these are written, that ye may believe that Jesus is the Christ, the Son of God; and that believing ye may have life in his name.","it's written that you can believe Jesus is the son of God, and you can believe it's true.","But these are recorded, so that you may have faith that Jesus is the Christ, the Son of God, and so that, having this faith you may have life in his name.
"
873,"And after these things Jesus walked in Galilee: for he would not walk in Judaea, because the Jews sought to kill him. 
","when Jesus came to Galilee, he was not going to Judaea, because the Jews wanted to kill him.","After this, Jesus went from place to place in Galilee. He did not go about in Judaea, because the Jews were looking for a chance to put him to death.
"
874,"Now the feast of the Jews, the feast of tabernacles, was at hand. 
","there was a feast of Jews, a feast of tabernacles, and the feast of the tabernacle.","But the feast of the Jews, the feast of tents, was near.
"
875,"His brethren therefore said unto him, Depart hence, and go into Judaea, that thy disciples also may behold thy works which thou doest. 
","then he said, Depart, and go to Jerusalem, that your disciples may see what you're doing.","So his brothers said to him, Go away from here into Judaea so that your disciples may see the works which you do.
"
876,"For no man doeth anything in secret, and himself seeketh to be known openly. If thou doest these things, manifest thyself to the world. 
","if you do, you'll be known by the world.","Because no man does things secretly if he has a desire that men may have knowledge of him. If you do these things, let yourself be seen by all men.
"
877,"For even his brethren did not believe on him. 
",even his brothers didn't believe him.,"For even his brothers had no belief in him.
"
878,"Jesus therefore saith unto them, My time is not yet come; but your time is always ready. 
","he therefore says to them, My time is not yet, but yours is.","Jesus said to them, My time is still to come, but any time is good for you.
"
879,"The world cannot hate you; but me it hateth, because I testify of it, that its works are evil. 
","I'm not gonna hate you, but I'm gonna hate you for it.","It is not possible for you to be hated by the world; but I am hated by it, because I give witness that what it does is evil.
"
880,"Go ye up unto the feast: I go not up unto this feast; because my time is not yet fulfilled. 
","I'm not going to the feast today, because I don't have time.","Go you up to the feast: I am not going up now to the feast because my time has not fully come.
"
881,"And having said these things unto them, he abode still in Galilee.
","he remained in Galilee, and he said these things to them.","Having said these things to them, he still kept in Galilee.
"
882,"But when his brethren were gone up unto the feast, then went he also up, not publicly, but as it were in secret. 
","when his brothers were gone, he went to the feast, but he was not publicly known.","But after his brothers had gone up to the feast, then he went up, not publicly, but in secret.
"
883,"The Jews therefore sought him at the feast, and said, Where is he? 
","the Jews then sought him at the feast, and they said, Where's he?","At the feast the Jews were looking for him and saying, Where is he?
"
884,"And there was much murmuring among the multitudes concerning him: some said, He is a good man; others said, Not so, but he leadeth the multitude astray. 
","there was a lot of murmuring among the crowd, some said he was a good man, others said he was a fool.","And there was much discussion about him among the mass of the people. Some said, He is a good man; but others said, No, he is giving people false ideas.
"
885,"Yet no man spake openly of him for fear of the Jews.
","for fear of the Jews, no one spoke openly about him.","But no man said anything about him openly for fear of the Jews.
"
886,"But when it was now the midst of the feast Jesus went up into the temple, and taught. 
","when the feast was over, Jesus went to the temple and taught.","Now in the middle of the feast Jesus went up to the Temple and was teaching.
"
887,"The Jews therefore marvelled, saying, How knoweth this man letters, having never learned? 
","the Jews were amazed, saying, How do you know this man's letters?","Then the Jews were surprised and said, How has this man got knowledge of books? He has never been to school.
"
888,"Jesus therefore answered them, and said, My teaching is not mine, but his that sent me. 
","he answered, ""I'm not my teacher, but his teacher. ""I'm not his teacher, but his teacher. ""","Jesus gave them this answer: It is not my teaching, but his who sent me.
"
889,"If any man willeth to do his will, he shall know of the teaching, whether it is of God, or whether I speak from myself. 
","any man who wishes to do his will, he will know what I mean, whether I'm talking about God or myself.","If any man is ready to do God's pleasure he will have knowledge of the teaching and of where it comes from--from God or from myself.
"
890,"He that speaketh from himself seeketh his own glory: but he that seeketh the glory of him that sent him, the same is true, and no unrighteousness is in him. 
","he speaks from himself, seeking glory, but he's not interested in the glory of the one who sent him.","The man whose words come from himself is looking for glory for himself, but he who is looking for the glory of him who sent him--that man is true and there is no evil in him.
"
891,"Did not Moses give you the law, and yet none of you doeth the law? Why seek ye to kill me? 
",why do you want to kill me?  Why don't you want to kill me?,"Did not Moses give you the law? Even so, not one of you keeps the law. Why have you a desire to put me to death?
"
892,"The multitude answered, Thou hast a demon: who seeketh to kill thee? 
","the crowd answered, you have a demon: He's looking for you to kill you?","The people said in answer, You have an evil spirit: who has any desire to put you to death?
"
893,"Jesus answered and said unto them, I did one work, and ye all marvel because thereof. 
","I've done one job, and you're all surprised because of it.","This was the answer of Jesus: I have done one work and you are all surprised at it.
"
894,"Moses hath given you circumcision (not that it is of Moses, but of the fathers); and on the sabbath ye circumcise a man. 
","you have a circumcision on the Sabbath, not Moses, but your father.","Moses gave you circumcision--not that it comes from Moses, but from the fathers--and even on the Sabbath you give a child circumcision.
"
895,"If a man receiveth circumcision on the sabbath, that the law of Moses may not be broken; are ye wroth with me, because I made a man every whit whole on the sabbath? 
","you're upset because I made a man of a man on the Sabbath, and the law of Moses is not broken?","If a child is given circumcision on the Sabbath so that the law of Moses may not be broken, why are you angry with me because I made a man completely well on the Sabbath?
"
896,"Judge not according to appearance, but judge righteous judgment.
","according to appearance, but according to the judgment of the judge.","Let not your decisions be based on what you see, but on righteousness.
"
897,"Some therefore of them of Jerusalem said, Is not this he whom they seek to kill? 
","they therefore sought to kill him, he said, Is he not the one they seek?","Then some of the people of Jerusalem said, Is not this the man whose death is desired?
"
898,"And lo, he speaketh openly, and they say nothing unto him. Can it be that the rulers indeed know that this is the Christ? 
","he's speaking openly, and they don't tell him anything. Can they really know it's the Lord?","And here he is talking openly and they say nothing to him! Is it possible that the rulers have knowledge that this is truly the Christ?
"
899,"Howbeit we know this man whence he is: but when the Christ cometh, no one knoweth whence he is. 
","but when the Lord comes, no one knows where he is.","However, it is clear to us where this man comes from: but when the Christ comes no one will have knowledge where he comes from.
"
900,"Jesus therefore cried in the temple, teaching and saying, Ye both know me, and know whence I am; and I am not come of myself, but he that sent me is true, whom ye know not. 
","he cried in the temple, and he taught and said, Ye know me, and you know where I'm from, and I'm not from myself, but he's from me.","Then, when he was teaching in the Temple, Jesus said with a loud voice, You have knowledge of me and you have knowledge of where I come from; and I have not come of myself; but there is One who has sent me; he is true, but you have no knowledge of him.
"
901,"I know him; because I am from him, and he sent me. 
","he sent me to him, and I'm from him.","I have knowledge of him because I came from him and he sent me.
"
902,"They sought therefore to take him: and no man laid his hand on him, because his hour was not yet come. 
","he therefore sought to take him: and no man was touching him, because he was not yet.","Then they had a desire to take him: but no man put hands on him because his hour was still to come.
"
903,"But of the multitude many believed on him; and they said, When the Christ shall come, will he do more signs than those which this man hath done? 
","many believed him, and they said, When the Lord comes, he will do more miracles than the man did?","And numbers of the people had belief in him, and they said, When the Christ comes will he do more signs than this man has done?
"
904,"The Pharisees heard the multitude murmuring these things concerning him; and the chief priests and the Pharisees sent officers to take him. 
","the Pharisees heard the crowd murmuring, and the Pharisees sent a messenger to take him.","This discussion of the people came to the ears of the Pharisees; and the chief priests and the Pharisees sent servants to take him.
"
905,"Jesus therefore said, Yet a little while am I with you, and I go unto him that sent me. 
","then I'll go with you, and I'll go to the one who sent me.","Then Jesus said, I will be with you a little longer and then I go to him who sent me.
"
906,"Ye shall seek me, and shall not find me: and where I am, ye cannot come. 
","you'll find me, and you won't find me: and where I'm at, you can't find me.","You will be looking for me, and you will not see me: and where I am you may not come.
"
907,"The Jews therefore said among themselves, Whither will this man go that we shall not find him? will he go unto the Dispersion among the Greeks, and teach the Greeks? 
","so the Jews said, What will the man do to the Greeks? Will he go to the Greeks and teach the Greeks?","So the Jews said among themselves, To what place is he going where we will not see him? will he go to the Jews living among the Greeks and become the teacher of the Greeks?
"
908,"What is this word that he said, Ye shall seek me, and shall not find me; and where I am, ye cannot come?
","you're looking for me, and you won't find me, and where I'm going, you can't find me?","What is this saying of his, You will be looking for me and will not see me, and where I am you may not come?
"
909,"Now on the last day, the great day of the feast, Jesus stood and cried, saying, If any man thirst, let him come unto me and drink. 
","Jesus stood and cried, ""If anyone wants to drink, come to me and drink. ""","On the last day, the great day of the feast, Jesus got up and said in a loud voice, If any man is in need of drink let him come to me and I will give it to him.
"
910,"He that believeth on me, as the scripture hath said, from within him shall flow rivers of living water. 
","the river of living water flows out of him, as the Bible says.","He who has faith in me, out of his body, as the Writings have said, will come rivers of living water.
"
911,"But this spake he of the Spirit, which they that believed on him were to receive: for the Spirit was not yet given; because Jesus was not yet glorified. 
","he spoke of the Spirit, which they believed to be the Spirit of God: for the Spirit was not yet given, because Jesus was not yet known.","This he said of the Spirit which would be given to those who had faith in him: the Spirit had not been given then, because the glory of Jesus was still to come.
"
912,"Some of the multitude therefore, when they heard these words, said, This is of a truth the prophet. 
","they said, This is true, the prophet is true.","When these words came to their ears, some of the people said, This is certainly the prophet.
"
913,"Others said, This is the Christ. But some said, What, doth the Christ come out of Galilee? 
","but some said, What, is the Christ coming from Galilee?","Others said, This is the Christ. But others said, Not so; will the Christ come from Galilee?
"
914,"Hath not the scripture said that the Christ cometh of the seed of David, and from Bethlehem, the village where David was? 
","the Bible says the Lord will come from David's village, the village where David was born?","Do not the Writings say that the Christ comes of the seed of David and from Beth-lehem, the little town where David was?
"
915,"So there arose a division in the multitude because of him. 
",there was a division among the crowd because of him.,"So there was a division among the people because of him.
"
916,"And some of them would have taken him; but no man laid hands on him.
","he was taken by some of them, but no one touched him.","And some of them had a desire to take him; but no man put hands on him.
"
917,"The officers therefore came to the chief priests and Pharisees; and they said unto them, Why did ye not bring him? 
","they answered, Why didn't you bring him to the priests and the Pharisees?","Then the servants went back to the chief priests and Pharisees, who said to them, Why have you not got him with you?
"
918,"The officers answered, Never man so spake. 
","the officers answered, never mind what they were saying.","The servants made answer, No man ever said things like this man.
"
919,"The Pharisees therefore answered them, Are ye also led astray? 
","the Pharisees answered, Are you also deceived?","Then the Pharisees said to them, Have you, like the others, been given false ideas?
"
920,"Hath any of the rulers believed on him, or of the Pharisees? 
",did the Pharisees believe in him or the Pharisees believe in him?,"Have any of the rulers belief in him, or any one of the Pharisees?
"
921,"But this multitude that knoweth not the law are accursed. 
",the multitude who don't know the law are cursed.,"But these people who have no knowledge of the law are cursed.
"
922,"Nicodemus saith unto them (he that came to him before, being one of them), 
","he said to them (he who came before him),","Nicodemus--he who had come to Jesus before, being himself one of them--said to them,
"
923,"Doth our law judge a man, except it first hear from himself and know what he doeth? 
","if he hears himself and knows what he's doing, he'll be a judge, but he'll know what he's doing?","Is a man judged by our law before it has given him a hearing and has knowledge of what he has done?
"
924,"They answered and said unto him, Art thou also of Galilee? Search, and see that out of Galilee ariseth no prophet.
","look, he's not a prophet from Galilee, is he?","This was their answer: And do you come from Galilee? Make search and you will see that no prophet comes out of Galilee.
"
925,[And they went every man unto his own house: ,they took all the men to their houses:,"[And every man went to his house;
"
926,"The word that came to Jeremiah from Jehovah, saying, 
","""Jehovah's word came to Jeremiah, saying, ""Jehovah's word came to Jeremiah.""","The word which came to Jeremiah from the Lord, saying,
"
