,YLT_Original,YLT_Paraphrased,DRA_Original
717,"and he maketh the middle bar to enter into the midst of the boards from end to end;
","he's going to the middle bar, and he's going to the end of the board;","He made also another bar, that might come by the midst of the boards from corner to corner.
"
718,"and the boards he hath overlaid with gold, and their rings he hath made of gold, places for bars, and he overlayeth the bars with gold.
","he has gold bars, gold rings, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars, gold bars,","And the board works themselves he overlaid with gold, casting for them sockets of silver. And their rings he made of gold, through which the bars might be drawn: and he covered the bars themselves with plates of gold.
"
719,"And he maketh the vail of blue, and purple, and scarlet, and twined linen, work of a designer he hath made it,  cherubs;
","he's a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a designer he made, a","He made also a veil of violet, and purple, scarlet, and fine twisted linen, varied and distinguished with embroidery:
"
720,"and he maketh for it four pillars of shittim , and overlayeth them with gold; their pegs  of gold; and he casteth for them four sockets of silver.
","he makes four pillars of shitties, and he's got gold on them; and he's got four silver sockets.","And four pillars of setim wood, which with their heads be overlaid with gold, casting for them sockets of silver.
"
721,"And he maketh a covering for the opening of the tent, of blue, and purple, and scarlet, and twined linen, work of an embroiderer,
","he's working on the opening of the tent, purple, purple, and scarlet, and woven with linen.","He made also a hanging in the entry of the tabernacle of violet, purple, scarlet, and fine twisted linen, with the work of an embroiderer.
"
722,"also its five pillars, and their pegs; and he overlaid their tops and their fillets  gold, and their five sockets  brass.","he had gold, brass, and brass, and gold, brass, and brass, and gold, brass, and gold, brass, and gold.","And five pillars with their heads, which he covered with gold, and their sockets he cast of brass."
723,"In the ninth year of Zedekiah king of Judah, in the tenth month, come hath Nebuchadrezzar king of Babylon and all his force unto Jerusalem, and they lay siege against it;
","in the tenth month of the king of Judah, Nebuchadrezzar king of Babylon and all his troops came to Jerusalem, and they were besieged.","In the ninth year of Sedecias king of Juda, in the tenth month, came Nabuchodonosor king of Babylon, and all his army to Jerusalem, and they besieged it.
"
724,"in the eleventh year of Zedekiah, in the fourth month, in the ninth of the month, hath the city been broken up;
","the city was broken up in the eleventh year of Zedekiah, in the fourth month, in the ninth month.","And in the eleventh year of Sedecias, in the fourth month, the fifth day of the month, the city was opened.
"
725,"and come in do all the heads of the king of Babylon, and they sit at the middle gate, Nergal-Sharezer, Samgar-Nebo, Sarsechim, chief of the eunuchs, Nergal-Sharezer, chief of the Mages, and all the rest of the heads of the king of Babylon.
","the king of Babylon, Nergal-Sharezer, Sarsechim, the chief of the eunuchs, Nergal, sat in the middle gate.","And all the princes of the king of Babylon came in, and sat in the middle gate: Neregel, Sereser, Semegarnabu, Sarsachim, Rabsares, Neregel, Serezer, Rebmag, and all the rest of the princes of the king of Babylon.
"
726,"And it cometh to pass, when Zedekiah king of Judah, and all the men of war, have seen them, that they flee and go forth by night from the city, the way of the king's garden, through the gate between the two walls, and he goeth forth the way of the plain.
","when the king of Judah, and all the warriors, see them, they will be gone, and they will go out of the city, through the gate between the king's garden and the gate to the king's garden.","And when Sedecias the king of Juda and all the men of war saw them, they fled: and they went forth in the night out of the city by the way of the king's garden, and by the gate that was between the two walls, and they went; out to the way of the desert.
"
727,"And the forces of the Chaldeans pursue after them, and overtake Zedekiah in the plains of Jericho, and they take him, and bring him up unto Nebuchadnezzar king of Babylon, to Riblah, in the land of Hamath, and he speaketh with him -- judgments.
","to the plains of Jericho, and to Nebuchadnezzar king of Babylon, they will follow the Chaldeans, and they will overtake them, and they will be taken, and they will be taken to Nebuchadnezzar king of Babylon.","But the army of the Chaldeans pursued after them: and they took Sedecias in the plain of the desert of Jericho, and when they had taken him, they brought him to Nabuchodonosor king of Babylon to Reblatha, which is in the land of Emath: and he gave judgment upon him.
"
728,"And the king of Babylon slaughtereth the sons of Zedekiah, in Riblah, before his eyes, yea, all the freemen of Judah hath the king of Babylon slaughtered.
","the king of Babylon, before his eyes, killed the sons of Zedekiah, the sons of Zadekiah.","And the king of Babylon slew the sons of Sedecias, in Reblatha, before his eyes: and the king of Babylon slew all the nobles of Juda.
"
729,"And the eyes of Zedekiah he hath blinded, and he bindeth him with brazen fetters, to bring him in to Babylon.
","Zedekiah blinded him with his eyes, and he bound him with a strong rope to Babylon.","He also put out the eyes of Sedecias: and bound him with fetters, to be carried to Babylon.
"
730,"And the house of the king, and the house of the people, have the Chaldeans burnt with fire, and the walls of Jerusalem they have broken down.
","the king's house and the people's house were burned, and the walls of Jerusalem were broken.","And the Chaldeans burnt the king's house, and the houses of the people with fire, and they threw down the wall of Jerusalem.
"
731,"And the remnant of the people who are left in the city, and those falling who have fallen to him, and the remnant of the people who are left, hath Nebuzar-Adan, chief of the executioners, removed  Babylon.
","the Babylonians Nebuzar-Adan, chief of the executioners, removed Babylon from the city.","And Nabuzardan the general of the army carried away captive to Babylon the remnant of the people that remained in the city, and the fugitives that had gone over to him, and the rest of the people that remained.
"
732,"And of the poor people, who have nothing, hath Nebuzar-Adan, chief of the executioners, left in the land of Judah, and he giveth to them vineyards and fields on the same day.
","Nebuzar-Adan, the chief of the executioners, left the country of Judah and gave them vineyards and fields on the same day.","But Nabuzardan the general left some of the poor people that had nothing at all, in the land of Juda, and he gave them vineyards, and cisterns at that time.
"
733,"And Nebuchadrezzar king of Babylon giveth a charge concerning Jeremiah, by the hand of Nebuzar-Adan, chief of the executioners, saying,
","Nebuchadrezzar king of Babylon, who is the chief of the executioners, said to Jeremiah, Nebuzar-Adan, the chief of the executioners, saying:","Now Nabuchodonosor king of Babylon had given charge to Nabuzardan the general concerning Jeremias, saying:
"
734,"`Take him, and place thine eyes upon him, and do no evil thing to him, but as he speaketh unto thee, so do with him.'
","""take him, and look at him, and don't do anything bad to him, but as he says to you, so do it.""","Take him, and set thy eyes upon him, and do him no harm: but as he hath a mind, so do with him.
"
735,"And Nebuzar-Adan, chief of the executioners sendeth, and Nebushazban, chief of the eunuchs, and Nergal-Sharezer, chief of the Mages, and all the chiefs of the king of Babylon;
","Nebuzar-Adan, the chief of the executioners, Nebushazban, the chief of the eunuchs, Nergal-Sharezer, the chief of the magicians, and all the king's men.","Therefore Nabuzardan the general sent, and Nabusezban, and Rabsares, and Neregel, and Sereser, and Rebmag, and all the nobles of the king of Babylon,
"
736,"yea, they send and take Jeremiah out of the court of the prison, and give him unto Gedaliah son of Ahikam, son of Shaphan, to carry him home, and he dwelleth in the midst of the people.
","he was taken out of the prison by Gedaliah, son of Ahikam, son of Shaphan, and he took him to Gedaliah's house.","Sent, and took Jeremias out of the court of the prison, and committed him to Codolias the son of Ahicam the son of Saphan, that he might go home, and dwell among the people.
"
737,"And unto Jeremiah hath a word of Jehovah been -- in his being detained in the court of the prison -- saying:
",there was a word of God in the court of the prison -- that he was detained in jail -- saying:,"But the word of the Lord came to Jeremias, when he was yet shut up in the court of the prison, saying: Go, and tell Abdemelech the Ethiopian, saying:
"
738,"`Go, and thou hast spoken to Ebed-Melech the Cushite, saying: Thus said Jehovah of Hosts, God of Israel: Lo, I am bringing in My words unto this city for evil, and not for good, and they have been before thee in that day.
","so said the Lord of Hosts, the God of Israel: Lo, I'm bringing my words to the city of evil, not good.","Thus saith the Lord of hosts the God of Israel: Behold I will bring my words upon this city unto evil, and not unto good: and they shall be accomplished in thy sight in that day.
"
739,"And I have delivered thee in that day -- an affirmation of Jehovah -- and thou art not given into the hand of the men of whose face thou art afraid,
",I gave you an affirmation of Jehovah -- and you don't have to worry about the men who look like you.,"And I will deliver thee in that day, saith the Lord: and thou shalt not be given into the hands of the men whom thou fearest:
"
740,"for I do certainly deliver thee, and by sword thou fallest not, and thy life hath been to thee for a spoil, for thou hast trusted in Me -- an affirmation of Jehovah.'","I'm sure you'll be delivered, and you'll be dead, and you'll be dead, and you'll be dead, and you'll be dead, and you'll be dead.","But delivering, I will deliver thee, and thou shalt not fall by the sword: but thy life shall be saved for thee, because thou hast put thy trust in me, saith the Lord."
741,"As a lily among the thorns,
","a lily among the thorns, a lily among the thorns.","I am the flower of the field, and the lily of the valleys.
"
742,"So  my friend among the daughters!
",my friend's daughter is my friend's daughter!,"As the lily among thorns, so is my love among the daughters.
"
743,"As a citron among trees of the forest, So  my beloved among the sons, In his shade I delighted, and sat down, And his fruit  sweet to my palate.
","I sat down, and his fruit was sweet to my mouth, and I sat down.","As the apple tree among the trees of the woods, so is my beloved among the sons. I sat down under his shadow, whom I desired: and his fruit was sweet to my palate.
"
744,"He hath brought me in unto a house of wine, And his banner over me  love,
","he brought me to a wine house, and his flagrant love,","He brought me into the cellar of wine, he set in order charity in me.
"
745,"Sustain me with grape-cakes, Support me with citrons, for I  sick with love.
","I'm sick of love, I'm sick of love, I'm sick of love.","Stay me up with flowers, compass me about with apples: because I languish with love.
"
746,"His left hand  under my head, And his right doth embrace me.
",he's hugging me with his left hand and his right hand.,"His left hand is under my head, and his right hand shall embrace me.
"
747,"I have adjured you, daughters of Jerusalem, By the roes or by the hinds of the field, Stir not up nor wake the love till she please!
","by the roes or the field, don't stir up or wake up the love until she's happy!","I adjure you, O ye daughters of Jerusalem, by the roes, and the harts of the, fields, that you stir not up, nor make the beloved to awake, till she please.
"
748,"The voice of my beloved! lo, this -- he is coming, Leaping on the mountains, skipping on the hills.
","he's coming, he's jumping, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's running, he's","The voice of my beloved, behold he cometh leaping upon the mountains, skipping over the hills.
"
749,"My beloved  like to a roe, Or to a young one of the harts. Lo, this -- he is standing behind our wall, Looking from the windows, Blooming from the lattice.
","he's standing behind the wall, looking out the windows, and he's looking like a roe, or a young man from the harts.","My beloved is like a roe, or a young hart. Behold he standeth behind our wall, looking through the windows, looking through the lattices.
"
750,"My beloved hath answered and said to me, `Rise up, my friend, my fair one, and come away,
","""come, my friend, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear","Behold my beloved speaketh to me: Arise, make haste, my love, my dove, my beautiful one, and come.
"
751,"For lo, the winter hath passed by, The rain hath passed away -- it hath gone.
","the winter is over, the rain has stopped, the rain has gone.","For winter is now past, the rain is over and gone.
"
752,"The flowers have appeared in the earth, The time of the singing hath come, And the voice of the turtle was heard in our land,
","the flowers have appeared on the ground, the time of the singing has come, and the turtle's voice was heard in the country.","The flowers have appeared in our land, the time of pruning is come: the voice of the turtle is heard in our land:
"
753,"The fig-tree hath ripened her green figs, And the sweet-smelling vines have given forth fragrance, Rise, come, my friend, my fair one, yea, come away.
","the fig-tree has grown green figs, and the fragrance of the green figs has risen, my friend, my dear.","The fig tree hath put forth her green figs: the vines in flower yield their sweet smell. Arise, my love, my beautiful one, and come:
"
754,"My dove, in clefts of the rock, In a secret place of the ascent, Cause me to see thine appearance, Cause me to hear thy voice, For thy voice  sweet, and thy appearance comely.
","for your appearance, your appearance, and your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance, for your appearance","My dove in the clefts of the rock, in the hollow places of the wall, shew me thy face, let thy voice sound in my ears: for thy voice is sweet, and thy face comely.
"
755,"Seize ye for us foxes, Little foxes -- destroyers of vineyards, Even our sweet-smelling vineyards.
","we're gonna destroy the vineyards, destroy the vineyards, destroy the vineyards.","Catch us the little foxes that destroy the vines: for our vineyard hath flourished.
"
756,"My beloved  mine, and I  his, Who is delighting among the lilies,
","I love mine, and I love him, who's happy with the lilies.","My beloved to me, and I to him who feedeth among the lilies,
"
757,"Till the day doth break forth, And the shadows have fled away, Turn, be like, my beloved, To a roe, or to a young one of the harts, On the mountains of separation!","until the day of the break, and the shadows have fled, turn, like my beloved, to a young man, on the mountains of separation!","Till the day break, and the shadows retire. Return: be like, my beloved, to a roe, or to a young hart upon the mountains of Bether."
758,"And Elihu answereth and saith:
","Elihu said: 'I'm not going to be able to do it, 'he said.","And Eliu continued his discourse, and said:
"
759,"Hear, O wise men, my words, And, O knowing ones, give ear to me.
","listen, my words, and listen to me.","Hear ye, wise men, my words, and ye learned, hearken to me:
"
760,"For the ear doth try words, And the palate tasteth to eat.
","the ear is trying to hear, the tongue is trying to eat.","For the ear trieth words, and the mouth discerneth meats by the taste.
"
761,"Judgment let us choose for ourselves, Let us know among ourselves what  good.
","we choose ourselves, let's see what good we have.","Let us choose to us judgment, and let us see among ourselves what is the best.
"
762,"For Job hath said, `I have been righteous, And God hath turned aside my right,
","""I've done it, and God has done it, and I'm sorry,"" said the job.","For Job hath said: I am just, and God hath overthrown my judgment.
"
763,"Against my right do I lie? Mortal  mine arrow -- without transgression.'
","I'm lying on my right, mortal mine arrow -- without transgression.","For in judging me there is a lie: my arrow is violent without any sin.
"
764,"Who  a man like Job? He drinketh scoffing like water,
","he drinks like water, he drinks like water, he drinks like water.","What man is there like Job, who drinketh up scorning like water?
"
765,"And he hath travelled for company With workers of iniquity, So as to go with men of wickedness.
","he's traveled with a company of sinners, so he's going with the bad guys.","Who goeth in company with them that work iniquity, and walketh with wicked men?
"
766,"For he hath said, `It doth not profit a man, When he delighteth himself with God.'
","""he doesn't make a man happy when he likes God.""","For he hath said: Man shall not please God, although he run with him.
"
767,"Therefore, O men of heart, hearken to me; Far be it from God to do wickedness, And  the Mighty to do perverseness:
","men of heart, Far be it from God to do evil, and the Mighty to do evil:","Therefore, ye men of understanding, hear me: far from god be wickedness, and iniquity from the Almighty.
"
768,"For the work of man he repayeth to him, And according to the path of each He doth cause him to find.
","he pays him, and he's going to find him on the way.","For he will render to a man his work, and according to the ways of every one he will reward them.
"
769,"Yea, truly, God doth not do wickedly, And the Mighty doth not pervert judgment.
","oh, really, God doesn't do bad, and the Mighty doesn't do anything bad.","For in very deed God will not condemn without cause, neither will the Almighty pervert judgment.
"
770,"Who hath inspected for Himself the earth? And who hath placed all the habitable world?
",who's looking at the earth? And who's looking at the world?,"What other hath he appointed over the earth? or whom hath he set over the world which he made?
"
771,"If He doth set on him His heart, His spirit and his breath unto Him He gathereth.
","he sets his heart and soul on him, and he gathereth.","If he turn his heart to him, he shall draw his spirit and breath unto himself.
"
772,"Expire doth all flesh together, And man to dust returneth.
","the flesh is all together, and the dust is all gone.","All flesh shall perish together, and man shall return into ashes.
"
773,"And if [there is] understanding, hear this, Give ear to the voice of my words.
","if you understand, listen to my words.","If then thou hast understanding, hear what is said, and hearken to the voice of my words.
"
774,"Yea, doth one hating justice govern? Or the Most Just dost thou condemn?
",do you hate justice or the Most Just?,"Can he be healed that loveth not judgment? and how dost thou so far condemn him that is just?
"
775,"Who hath said to a king -- `Worthless,' Unto princes -- `Wicked?'
","""worthless,"" Unto princes -- ""Wicked?""","Who saith to the king: Thou art an apostate: who calleth rulers ungodly?
"
776,"That hath not accepted the person of princes, Nor hath known the rich before the poor, For a work of His hands  all of them.
","he didn't take the prince, nor did he know the rich man before the poor.","Who accepteth not the persons of princes: nor hath regarded the tyrant, when he contended against the poor man: for all are the work of his hands.
"
777,"a moment they die, and at midnight Shake do people, and they pass away, And they remove the mighty without hand.
","they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die, and they die","They shall suddenly die, and the people shall be troubled at midnight, and they shall pass, and take away the violent without hand.
"
778,"For His eyes  on the ways of each, And all his steps He doth see.
","he sees all his steps, and all his steps he sees.","For his eyes are upon the ways of men, and he considereth all their steps.
"
779,"There is no darkness nor death-shade, For workers of iniquity to be hidden there;
","there is no darkness, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death, no death,","There is no darkness, and there is no shadow of death, where they may be hid who work iniquity.
"
780,"For He doth not suffer man any more, To go unto God in judgment,
","he's not going to suffer any more, for God's sake, to go to God's judgment.","For it is no longer in the power of man to enter into judgment with God.
"
781,"He breaketh the mighty -- no searching! And He appointeth others in their stead.
",he breaks the mighty - no searching! And he's appointing others.,"He shall break in pieces many and innumerable, and shall make others to stand in their stead.
"
782,"Therefore He knoweth their works, And He hath overturned by night, And they are bruised.
","he knows his work, and he's broken by night, and he's bruised.","For he knoweth their works: and therefore he shall bring night on them, and they shall be destroyed.
"
783,"As wicked He hath stricken them, In the place of beholders.
","he struck them with a terrible He's struck them, and he's gone.","He hath struck them, as being wicked, in open sight.
"
784,"Because that against right They have turned aside from after Him, And none of His ways have considered wisely,
","they turned away from him, and none of his ways were wise, and none of them were wise.","Who as it were on purpose have revolted from him, and would not understand all his ways:
"
785,"To cause to come in unto Him The cry of the poor, And the cry of the afflicted He heareth.
","he hears the poor cry, the afflicted cry, and the poor cry.","So that they caused the cry of the needy to come to him, and he heard the voice of the poor.
"
786,"And He giveth rest, and who maketh wrong? And hideth the face, and who beholdeth it? And in reference to a nation and to a man, [It is] the same.
","he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's giving up, and he's","For when he granteth peace, who is there that can condemn? When he hideth his countenance, who is there that can behold him, whether it regard nations, or all men?
"
787,"From the reigning of a profane man, From the snares of a people;
",from the snares of the people; from the people's snares.,"Who maketh a man that is a hypocrite to reign for the sins of the people?
"
788,"For unto God hath any said: `I have taken away, I do not corruptly,
","""I've taken it, I didn't do it, I didn't do it, I didn't do it.""","Seeing then I have spoken of God, I will not hinder thee in thy turn.
"
789,"Besides [that which] I see, shew Thou me, If iniquity I have done -- I do not add?'
","""if I've done something wrong, I don't want to add?""","If I have erred, teach thou me: if I have spoken iniquity, I will add no more.
"
790,"By thee doth He recompense, That thou hast refused -- That thou dost choose, and not I? And what thou hast known, speak.
","he's paying you back, that you didn't choose, and he doesn't care about you?","Doth God require it of thee, because it hath displeased thee? for thou begannest to speak, and not I: but if thou know any thing better, speak.
"
791,"Let men of heart say to me, And a wise man is hearkening to me.
","he says to me, and a wise man will listen to me.","Let men of understanding speak to me, and let a wise man hearken to me.
"
792,"Job -- not with knowledge doth he speak, And his words  not with wisdom.
","he doesn't speak, but he doesn't know, and he doesn't know what he's talking about.","But Job hath spoken foolishly, and his words sound not discipline.
"
793,"My Father! let Job be tried -- unto victory, Because of answers for men of iniquity,
","father, let's try to defeat the evil, for the sake of the good of men,","My father, let Job be tried even to the end: cease not from the man of iniquity.
"
794,"For he doth add to his sin, Transgression among us he vomiteth, And multiplieth his sayings to God.","he's adding to his sin, and he's multiplying his words to God.","Because he addeth blasphemy upon his sins, let him be tied fast in the mean time amongst us: and then let him provoke God to judgment with his speeches."
795,"And concerning the things sacrificed to idols, we have known that we all have knowledge: knowledge puffeth up, but love buildeth up;
","we know that we all know what we sacrificed to idols: Knowledge is not enough, but love is growing;","Now concerning those things that are sacrificed to idols, we know that we all have knowledge. Knowledge puffeth up; but charity edifieth.
"
796,"and if any one doth think to know anything, he hath not yet known anything according as it behoveth  to know;
","if anyone thinks he knows anything, he doesn't know anything, so he doesn't know anything;","And if any man think that he knoweth any thing, he hath not yet known as he ought to know.
"
797,"and if any one doth love God, this one hath been known by Him.
","if anyone loves God, he knows who he is.","But if any man love God, the same is known by him.
"
798,"Concerning the eating then of the things sacrificed to idols, we have known that an idol  nothing in the world, and that there is no other God except one;
","we know that the idols are nothing more than a piece of meat, and that there's no other God except one;","But as for the meats that are sacrificed to idols, we know that an idol is nothing in the world, and that there is no God but one.
"
799,"for even if there are those called gods, whether in heaven, whether upon earth -- as there are gods many and lords many --
","even if there's a god, whether on Earth or in the sky - as there are gods -","For although there be that are called gods, either in heaven or on earth (for there be gods many, and lords many);
"
800,"yet to us  one God, the Father, of whom  the all things, and we to Him; and one Lord, Jesus Christ, through whom  the all things, and we through Him;
","for us, one God, the Father, the one who's everything, and we're all to him.","Yet to us there is but one God, the Father, of whom are all things, and we unto him; and one Lord Jesus Christ, by whom are all things, and we by him.
"
801,"but not in all men  the knowledge, and certain with conscience of the idol, till now, as a thing sacrificed to an idol do eat , and their conscience, being weak, is defiled.
","the knowledge, and some with conscience, is not to be eaten, and their conscience is weak, and they are defiled.","But there is not knowledge in every one. For some until this present, with conscience of the idol: eat as a thing sacrificed to an idol, and their conscience, being weak, is defiled.
"
802,"But victuals do not commend us to God, for neither if we may eat are we in advance; nor if we may not eat, are we behind;
","if we don't eat, we don't get God's approval, not even if we can eat; nor if we can eat, we're not there;","But meat doth not commend us to God. For neither, if we eat, shall we have the more; nor, if we eat not, shall we have the less.
"
803,"but see, lest this privilege of yours may become a stumbling-block to the infirm,
","if you don't want to be a stumbling block to the sick, see, if you don't want to be a stumbling block to the sick.","But take heed lest perhaps this your liberty become a stumblingblock to the weak.
"
804,"for if any one may see thee that hast knowledge in an idol's temple reclining at meat -- shall not his conscience -- he being infirm -- be emboldened to eat the things sacrificed to idols,
","if any of you can see the idol in the temple of the idol, he will not be able to eat the things sacrificed to idols, he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak -- he will be weak --","For if a man see him that hath knowledge sit at meat in the idol's temple, shall not his conscience, being weak, be emboldened to eat those things which are sacrificed to idols?
"
805,"and the brother who is infirm shall perish by thy knowledge, because of whom Christ died?
","because of whom Christ died, your knowledge will destroy him, for whom he died?","And through thy knowledge shall the weak brother perish, for whom Christ hath died?
"
806,"and thus sinning in regard to the brethren, and smiting their weak conscience -- in regard to Christ ye sin;
","you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin, you sin","Now when you sin thus against the brethren, and wound their weak conscience, you sin against Christ.
"
807,"wherefore, if victuals cause my brother to stumble, I may eat no flesh -- to the age -- that my brother I may not cause to stumble.","if my brother is going to fall, I can't eat meat - to the age - that my brother I can't cause him to fall.","Wherefore, if meat scandalize my brother, I will never eat flesh, lest I should scandalize my brother."
808,"And Jehovah speaketh unto Moses, saying,
","""I'm telling you, Moses, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you, I'm telling you,","And the Lord spoke to Moses, saying:
"
809,"`Speak unto the sons of Israel, and thou hast said unto them, When a man maketh a wonderful vow, by thy valuation the persons  Jehovah's.
","when a man makes a great promise, he says, ""If he does, he's going to be a great man.""","Speak to the children of Israel, and thou shalt say to them: The man that shall have made a vow, and promised his soul to God, shall give the price according to estimation.
"
810,"When thy valuation hath been of the male from a son of twenty years even unto a son of sixty years, then hath been thy valuation fifty shekels of silver by the shekel of the sanctuary.
","then the price of the silver was 50 shekels of silver, and the price of the silver was 50 shekels of silver.","If it be a man from twenty years old unto sixty years old, he shall give fifty sides of silver, after the weight of the sanctuary:
"
811,"And if it  a female -- then hath thy valuation been thirty shekels;
",if a woman -- then you have a price of thirty shekels.,"If a woman, thirty.
"
812,"and if from a son of five years even unto a son of twenty years -- then hath thy valuation been of the male twenty shekels, and for the female, ten shekels;
","so the male is worth twenty shekels, and the woman is worth ten shekels; and the male is worth twenty shekels.","But from the fifth year until the twentieth, a man shall give twenty sicles: a woman ten.
"
813,"and if from a son of a month even unto a son of five years -- then hath thy valuation been of the male five shekels of silver, and for the female thy valuation  three shekels of silver;
","your valuation is a male silver, and for the woman's silver is three shekels of silver;","From one month until the fifth year. for a male shall be given five sides: for a female three.
"
814,"and if from a son of sixty years and above -- if a male, then hath thy valuation been fifteen shekels, and for a female, ten shekels.
","if a man, then he's worth fifteen shekels, and for a woman, ten shekels.","A man that is sixty years old or upward, shall give fifteen aisles: a woman ten.
"
815,"`And if he is poorer than thy valuation, then he hath presented himself before the priest, and the priest hath valued him; according to that which the hand of him who is vowing doth reach doth the priest value him.
","if he's poorer than your valuation, then he's before the priest, and the priest will take him to the priest's hand.","If he be poor, and not able to pay tile estimation, he shall stand before tile priest: and as much as he shall value him at, and see him able to pay, so much shall he give.
"
816,"`And if [it is] a beast of which they bring near an offering to Jehovah, all that  giveth of it to Jehovah is holy;
","if it's a beast that's near to the offering of God, it's holy;","But a beast that may be sacrificed to the Lord, if any one shall vow, shall be holy,
"
817,"he doth not change it nor exchange it, a good for a bad, or a bad for a good; and if he really change beast for beast, -- then it hath been -- it and its exchange is holy.
","it's not going to change anything, not even exchange, and if he really changes the beast, it's holy.","And cannot be changed, that is to say, neither a better for a worse, nor a worse for a better. And if he shall change it: both that which was changed, and that for which it was changed, shall be consecrated to the Lord.
"
818,"`And if [it is] any unclean beast of which they do not bring near an offering to Jehovah, then he hath presented the beast before the priest,
","if the unclean animal is not brought to the altar, then he shall present the beast before the priest, and he shall be offered to the Lord.","An unclean beast, which cannot be sacrificed to the Lord, if my man shall vow, shall be brought before the priest:
"
819,"and the priest hath valued it; whether good or bad, according to thy valuation, O priest, so it is;
","the priest is valued by the priest, according to your valuation, O priest.","Who judging whether it be good or bad, shall set the price:
"
820,"and if he really redeem it, then he hath added its fifth to thy valuation.
","if he really does, then he'll add the fifth to your price.","Which if he that offereth it will give, he shall add above the estimation the fifth part.
"
821,"`And when a man sanctifieth his house, a holy thing to Jehovah, then hath the priest valued it, whether good or bad; as the priest doth value it so it standeth;
","if a man is sanctified by his house, he is a holy thing to God, as the priest would have it; and he will be valued by the priest as much as the priest would have valued him.","If a man shall vow his house, and sanctify it to the Lord, the priest shall consider it, whether it be good or bad, and it shall be sold according to the price, which he shall appoint.
"
822,"and if he who is sanctifying doth redeem his house, then he hath added a fifth of the money of thy valuation to it, and it hath become his.
","he will add a fifth of the money to the price of the house, and he will be his.","But if he that vowed, will redeem it, he shall give the fifth part of the estimation over and above, and shall have the house.
"
823,"`And if of the field of his possession a man sanctify to Jehovah, then hath thy valuation been according to its seed; a homer of barley-seed at fifty shekels of silver;
","if a man is a man, he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and he will be a man, and","And if he vow the field of his possession, and consecrate it to the Lord, the price shall be rated according to the measure of the seed. If the ground be sowed with thirty bushels of barley, let it be sold for fifty sides of silver.
"
824,"if from the year of the jubilee he sanctify his field, according to thy valuation it standeth;
","according to your valuation, he will sanctify the field of the year of the Jubilee;","If he vow his field immediately from the year of jubilee that is beginning, as much as it may be worth, at so much it shall be rated.
"
825,"and if after the jubilee he sanctify his field, then hath the priest reckoned to him the money according to the years which are left, unto the year of the jubilee, and it hath been abated from thy valuation.
","if he sanctifies his field, then he shall be counted by the years of his life, and the money shall be taken from the valuation of the year of the Jubilee.","But if some time after, the priest shall reckon the money according to the number of years that remain until the jubilee, and the price shall be abated.
"
